mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb	Ottava:8va
26	25	151/2	151/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	224									30							
27	26	76	76	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	225		articTenutoAbove							29							
27	26	77	77	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	226									29							
27	26	78	78	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	227									29							
27	26	155/2	155/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	228																
27	26	78	78	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	229																
27	26	76	76	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	230																
27	26	155/2	155/2	1.5	3/8	3/8	Chord	3/4	2	1	3/8			1/4	3/2	231																
27	26	76	76	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	232									30							
27	26	153/2	153/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	233																
27	26	155/2	155/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	234									31							
27	26	78	78	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	235									31							
27	26	157/2	157/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	236									31							
28	27	79	79	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	237									29							
28	27	80	80	0.0	1/4	1/4	Spanner	3/4	1	1	0														29			5				
28	27	80	80	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	238									29			5				
28	27	81	81	0.0	1/2	1/2	Spanner	3/4	1	1	0														29							
28	27	81	81	0.0	1/2	1/2	Spanner	3/4	1	1	0														29		6					
28	27	81	81	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	239									29		6					
28	27	79	79	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	240											6					
28	27	79	79	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	241																
28	27	159/2	159/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	242																
28	27	161/2	161/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	243																
28	27	81	81	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	244																
28	27	163/2	163/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	245																
28	27	161/2	161/2	1.5	3/8	3/8	Chord	3/4	2	2	3/8			1/4	3/2	246																
29	28	82	82	0.0	0	0	Spanner	3/4	1	1	0														29							
29	28	82	82	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	247									29							
29	28	167/2	167/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	248		articTenutoAbove							29							
29	28	84	84	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	249		articTenutoAbove														
29	28	82	82	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	250																
29	28	84	84	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	251		articTenutoBelow														
29	28	82	82	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	252									32							
29	28	165/2	165/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	253									32							
29	28	83	83	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	254									32							
29	28	167/2	167/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	255									32							
29	28	82	82	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	256																
30	29	85	85	0.0	0	0	Spanner	3/4	1	1	0																7					
30	29	85	85	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	257									33		7					
30	29	86	86	0.0	1/4	1/4	Spanner	3/4	1	1	0														33							
30	29	86	86	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	258									33							
30	29	175/2	175/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	259		articTenutoAbove							33							
30	29	85	85	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	260																
30	29	87	87	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	261		articTenutoBelow														
30	29	85	85	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	262									34							
30	29	171/2	171/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	263									34							
30	29	86	86	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	264									34							
30	29	173/2	173/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	265									34							
31	30	88	88	0.0	0	0	StaffText	3/4	1	1	0								crescendo													
31	30	88	88	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	266		articTenutoAbove														
31	30	89	89	0.0	1/4	1/4	Spanner	3/4	1	1	0																8					
31	30	89	89	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	267									35		8					
31	30	90	90	0.0	1/2	1/2	Spanner	3/4	1	1	0														35							
31	30	90	90	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	268									35							
31	30	88	88	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	269																
31	30	90	90	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	270		articTenutoBelow														
31	30	88	88	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	271									36							
31	30	177/2	177/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	272									36							
31	30	89	89	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	273									36							
31	30	179/2	179/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	274									36							
32	31	91	91	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	275		articTenutoAbove							35							
32	31	183/2	183/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	276									35							
32	31	92	92	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	277		articTenutoAbove														
32	31	93	93	0.0	1/2	1/2	Spanner	3/4	1	1	0																	6				
32	31	93	93	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	278									37			6				
32	31	91	91	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	279												6				
32	31	93	93	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	280												6				
32	31	91	91	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	281									38							
32	31	183/2	183/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	282									38							
32	31	92	92	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	283									38							
32	31	185/2	185/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	284									38							
33	32	94	94	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>dimin."						37							
33	32	94	94	0.0	0	0	Spanner	3/4	1	1	0														37							
33	32	94	94	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	285									37							
33	32	191/2	191/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	286		articTenutoAbove							37							
33	32	96	96	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	287		articTenutoAbove							37							
33	32	94	94	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	288																
33	32	96	96	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	289																
33	32	94	94	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	290									39							
33	32	189/2	189/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	291									39							
33	32	95	95	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	292									39							
33	32	191/2	191/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	293									39							
34	33	97	97	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	294																
34	33	98	98	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	295		articTenutoAbove														
34	33	99	99	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	296		articTenutoAbove														
34	33	98	98	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	297									40							
34	33	197/2	197/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	298																
34	33	99	99	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	299									41							
34	33	199/2	199/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	300																
34	33	97	97	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	301									42							
34	33	195/2	195/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	302									42							
34	33	98	98	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	303									42							
34	33	197/2	197/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	304									42							
34	33	99	99	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	305																
35	34	100	100	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>calando"													
35	34	100	100	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	306		articTenutoAbove							43							
35	34	101	101	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	307		articTenutoAbove							43							
35	34	102	102	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	308		articTenutoAbove							43							
35	34	100	100	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	309									44							
35	34	201/2	201/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	310																
35	34	101	101	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	311									45							
35	34	203/2	203/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	312																
35	34	102	102	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	313									46							
35	34	205/2	205/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	314																
35	34	100	100	0.0	0	0	Spanner	3/4	2	1	0																9					
35	34	100	100	0.0	0	0	Spanner	3/4	2	1	0																9		0	0		
35	34	100	100	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	315									47		9		0	0		
35	34	201/2	201/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	316									47		9		0	0		
35	34	101	101	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	317									47		9		0	0		
35	34	203/2	203/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	318									47		9		0	0		
35	34	102	102	0.0	1/2	1/2	Dynamic	3/4	2	1	0						pp												0	0		
35	34	102	102	0.0	1/2	1/2	Spanner	3/4	2	1	0																		0	0		
35	34	102	102	0.0	1/2	1/2	Chord	3/4	2	1	0	grace16		1/16	1	319													0	0		
35	34	102	102	0.0	1/2	1/2	Chord	3/4	2	1	0	grace16		1/16	1	320													0	0		
35	34	102	102	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	321													0	0		
36	35	103	103	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	322									43							
36	35	104	104	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	323									43							
36	35	105	105	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	324									43							
36	35	103	103	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	325									48							
36	35	207/2	207/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	326																
36	35	104	104	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	327									49							
36	35	209/2	209/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	328																
36	35	105	105	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	329									50							
36	35	211/2	211/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	330																
36	35	104	104	0.0	1/4	1/4	Dynamic	3/4	2	1	0						pp												0	0		
36	35	104	104	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	331													0	0		
37	36	106	106	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	332									43							
37	36	108	108	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	333																
37	36	106	106	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	334									51							
37	36	213/2	213/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	335																
37	36	107	107	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	336									52							
37	36	215/2	215/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	337																
37	36	106	106	1.5	0	0	Chord	3/4	1	3	3/8			1/4	3/2	338																
37	36	215/2	215/2	0.5	3/8	3/8	Chord	3/4	1	3	1/8			1/8	1	339																
37	36	107	107	0.0	1/4	1/4	Spanner	3/4	2	1	0																					
37	36	107	107	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	340									53							
37	36	108	108	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	341																
38	37	109	109	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>poco a poco a tempo"													
38	37	109	109	0.0	0	0	Spanner	3/4	1	1	0																10					
38	37	109	109	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	342									54		10					
38	37	110	110	0.0	1/4	1/4	Spanner	3/4	1	1	0																					
38	37	110	110	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura		1/8	1	343																
38	37	110	110	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	344																
38	37	223/2	223/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																	7				
38	37	223/2	223/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	345		articTenutoAbove										7				
38	37	109	109	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>espress."													
38	37	109	109	0.0	0	0	Spanner	3/4	2	1	0																		1	1		
38	37	219/2	219/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	346									55				1	1		
38	37	110	110	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	347									55				1	1		
38	37	221/2	221/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	348									55				1	1		
38	37	111	111	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	349									55				1	1		
38	37	223/2	223/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	350									55				1	1		
39	38	112	112	0.0	0	0	Spanner	3/4	1	1	0																					
39	38	112	112	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	351		articTenutoAbove														
39	38	112	112	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	352																
39	38	225/2	225/2	0.0	1/8	1/8	Spanner	3/4	1	2	0																11					
39	38	225/2	225/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	353											11					
39	38	113	113	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	354											11					
39	38	227/2	227/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	355											11					
39	38	114	114	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	356											11					
39	38	229/2	229/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	357											11					
39	38	113	113	0.0	1/4	1/4	Dynamic	3/4	2	1	0						mf								55							
39	38	113	113	0.0	1/4	1/4	StaffText	3/4	2	1	0								espress.						55							
39	38	113	113	0.0	1/4	1/4	Spanner	3/4	2	1	0														55							
39	38	113	113	0.0	1/4	1/4	Spanner	3/4	2	1	0														55		12					
39	38	113	113	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	358									55, 56		12					
39	38	114	114	0.0	1/2	1/2	Spanner	3/4	2	1	0														55							
39	38	114	114	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	359									55							
40	39	115	115	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	360		articTenutoAbove									11					
40	39	115	115	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	361											11					
40	39	231/2	231/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	362											11					
40	39	116	116	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	363											11					
40	39	233/2	233/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	364											11					
40	39	117	117	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	365											11					
40	39	235/2	235/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	366											11					
40	39	115	115	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	367																
40	39	231/2	231/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	368																
40	39	116	116	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	369																
40	39	117	117	0.0	1/2	1/2	Dynamic	3/4	2	1	0						p															
40	39	117	117	0.0	1/2	1/2	Spanner	3/4	2	1	0																13					
40	39	117	117	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	370									57		13					
41	40	118	118	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	371											11					
41	40	118	118	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	372									58		11					
41	40	237/2	237/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	373									58		11					
41	40	119	119	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	374									58		11					
41	40	239/2	239/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	375									58		11					
41	40	120	120	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	376									58		11					
41	40	241/2	241/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	377											11					
41	40	118	118	0.0	0	0	Spanner	3/4	2	1	0																					
41	40	118	118	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	378																
41	40	239/2	239/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	379																
41	40	120	120	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	380																
42	41	121	121	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>danzando"													
42	41	121	121	0.0	0	0	Spanner	3/4	1	1	0																14					
42	41	121	121	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	381									59		14					
42	41	122	122	0.0	1/4	1/4	Spanner	3/4	1	1	0																					
42	41	122	122	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	382																
42	41	247/2	247/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	383		articTenutoBelow														
42	41	121	121	0.0	0	0	Spanner	3/4	1	2	0																					
42	41	121	121	0.0	0	0	Dynamic	3/4	2	1	0						f															
42	41	121	121	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	384		articStaccatoBelow							60							
42	41	122	122	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	385		articStaccatoBelow							60							
42	41	123	123	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	386		articStaccatoBelow														
43	42	125	125	0.0	1/4	1/4	Spanner	3/4	1	1	0																15					
43	42	125	125	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	387											15					
43	42	126	126	0.0	1/2	1/2	Spanner	3/4	1	1	0																					
43	42	126	126	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	388																
43	42	124	124	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	389		articTenutoBelow														
43	42	124	124	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	390		articStaccatoBelow							61							
43	42	125	125	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	391		articStaccatoAbove							61							
43	42	126	126	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	392		articStaccatoAbove														
44	43	127	127	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	393																
44	43	255/2	255/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	394		articTenutoAbove														
44	43	129	129	0.0	1/2	1/2	Spanner	3/4	1	1	0																16					
44	43	129	129	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	395									62		16					
44	43	127	127	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	396											16					
44	43	128	128	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	397		articTenutoBelow									16					
44	43	127	127	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>diminuendo"													
44	43	127	127	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	398		articStaccatoBelow							63							
44	43	128	128	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	399		articStaccatoAbove							63							
44	43	129	129	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	400		articStaccatoAbove														
45	44	130	130	0.0	0	0	Spanner	3/4	1	1	0																					
45	44	130	130	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	401																
45	44	263/2	263/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	402		articTenutoAbove														
45	44	132	132	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	403		articTenutoAbove														
45	44	130	130	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	404																
45	44	130	130	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	405		articStaccatoBelow							64							
45	44	131	131	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	406		articStaccatoAbove							64							
45	44	132	132	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	407		articStaccatoAbove														
46	45	133	133	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>cantabile (ma a tempo)"													
46	45	133	133	0.0	0	0	Dynamic	3/4	1	1	0						p															
46	45	133	133	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	408									65							
46	45	134	134	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	409																
46	45	271/2	271/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	410									66							
46	45	267/2	267/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	411									67							
46	45	134	134	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	412									67							
46	45	269/2	269/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	413									67							
46	45	135	135	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	414																
46	45	133	133	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>con poco pedale"													
46	45	133	133	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	415		articStaccatoBelow							68							
46	45	134	134	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	416		articStaccatoAbove							68							
46	45	135	135	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	417		articTenutoAbove														
47	46	136	136	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	418									66							
47	46	138	138	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	419																
47	46	273/2	273/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	420									69							
47	46	137	137	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	421									69							
47	46	275/2	275/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	422									69							
47	46	138	138	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	423																
47	46	136	136	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	424		articStaccatoBelow							70							
47	46	137	137	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	425		articStaccatoAbove							70							
47	46	138	138	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	426		articTenutoAbove														
48	47	139	139	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	427									71							
48	47	140	140	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	428																
48	47	283/2	283/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	429									72							
48	47	279/2	279/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	430																
48	47	140	140	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	431																
48	47	281/2	281/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	432																
48	47	141	141	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	433																
48	47	139	139	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	434		articStaccatoBelow							73							
48	47	140	140	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	435		articStaccatoAbove							73							
48	47	141	141	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	436		articTenutoAbove														
49	48	142	142	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	437									72							
49	48	144	144	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	438																
49	48	285/2	285/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	439																
49	48	143	143	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	440																
49	48	287/2	287/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	441																
49	48	144	144	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	442																
49	48	142	142	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	443		articStaccatoBelow							74							
49	48	143	143	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	444		articStaccatoAbove							74							
49	48	144	144	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	445		articTenutoAbove														
50	49	145	145	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	446									75							
50	49	147	147	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	447																
50	49	291/2	291/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	448																
50	49	146	146	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	449																
50	49	293/2	293/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	450																
50	49	147	147	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	451																
50	49	145	145	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	452		articStaccatoBelow							76							
50	49	146	146	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	453		articStaccatoAbove							76							
50	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	454		articTenutoAbove														
51	50	148	148	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	455									77							
51	50	150	150	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	456									77							
51	50	297/2	297/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	457																
51	50	149	149	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	458																
51	50	299/2	299/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	459																
51	50	150	150	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	460																
51	50	148	148	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	461		articStaccatoAbove							78							
51	50	149	149	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	462		articStaccatoAbove							78							
