mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	480									133					
60	60	179	179	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	481									133					
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	482									133					
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	483														
60	60	178	178	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	484														
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	485									134					
61	61	180	180	0.0	0	0	Spanner	3/4	1	1	0														133	10				
61	61	180	180	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	486									133	10				
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	487									133	10				
61	61	181	181	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	488									133	10				
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	489									133	10				
61	61	182	182	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	490									133	10				
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	491									133	10				
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	492														
61	61	181	181	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	493														
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	494									135					
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	495									133	10				
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	496									133	10				
62	62	184	184	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	497									133	10				
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	498									133	10				
62	62	185	185	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	499									133	10				
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	500										10				
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	501									135					
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	502									135					
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	503									135					
63	63	186	186	0.0	0	0	Spanner	3/4	1	1	0																			
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	504									136					
63	63	187	187	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	505									136					
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	506									136					
63	63	188	188	0.0	1/2	1/2	Spanner	3/4	1	1	0														136		12			
63	63	188	188	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	507									136		12			
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	508									136		12			
63	63	186	186	0.0	0	0	Dynamic	3/4	2	1	0						p													
63	63	186	186	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	509														
63	63	187	187	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	510														
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	511														
64	64	189	189	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>molto accelerando"						136		12			
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	512									136		12			
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	513									136		12			
64	64	190	190	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	514									136		12			
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	515									136		12			
64	64	191	191	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	516									136		12			
64	64	383/2	383/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	517									136		12			
64	64	189	189	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	518														
64	64	190	190	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	519														
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	520														
65	65	192	192	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	521									136		12			
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	522									136		12			
65	65	193	193	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	523									136		12			
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	524									136		12			
65	65	194	194	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	525									136		12			
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	526									136		12			
65	65	192	192	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	527														
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	528														
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	529														
66	66	195	195	0.0	0	0	Spanner	3/4	1	1	0														136					
66	66	195	195	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	530									136					
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	531									136					
66	66	196	196	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	532									136					
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	533														
66	66	197	197	0.0	1/2	1/2	Dynamic	3/4	1	1	0						ff													
66	66	197	197	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	534		articAccentStaccatoBelow							137					
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	535														
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	536														
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	537		articStaccatoBelow							138					
67	67	198	198	0.0	0	0	Tempo	3/4	1	1	0									𝅗𝅥space.=80	240.0	𝅗𝅥space.	80.0	1.0	137					
67	67	198	198	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco a poco presto"						137					
67	67	198	198	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	538		articAccentBelow							137					
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	539		articStaccatoBelow							137					
67	67	198	198	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""11.9365""/><font face=""Plantin MT Std""/>picchietando"						138					
67	67	198	198	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	540		articStaccatoBelow							138					
67	67	199	199	0.0	1/4	1/4	Spanner	3/4	2	1	0																	12	12	
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	541		articStaccatoBelow										12	12	
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	542		articStaccatoBelow							139			12	12	
68	68	201	201	0.0	0	0	Dynamic	3/4	1	1	0						p													
68	68	201	201	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>subito"											
68	68	201	201	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	543		articStaccatoBelow												
68	68	203	203	0.0	1/2	1/2	Spanner	3/4	1	1	0																13			
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	544		articStaccatoBelow							140		13			
68	68	201	201	0.0	0	0	Spanner	3/4	2	1	0																			
68	68	201	201	0.0	0	0	Spanner	3/4	2	1	0																	13	13	
68	68	201	201	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	545		articStaccatoBelow										13	13	
68	68	202	202	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	546		articStaccatoAbove										13	13	
68	68	203	203	0.0	1/2	1/2	Spanner	3/4	2	1	0																			
68	68	203	203	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	547		articStaccatoBelow							141					
69	69	204	204	0.0	0	0	Spanner	3/4	1	1	0														140					
69	69	204	204	0.0	0	0	Spanner	3/4	1	1	0														140	11				
69	69	204	204	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	548		articStaccatoBelow							140	11				
69	69	205	205	0.0	1/4	1/4	Spanner	3/4	1	1	0														140					
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	549		articStaccatoBelow							140					
69	69	204	204	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	550		articStaccatoBelow							141					
69	69	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	551		articStaccatoBelow												
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	552		articStaccatoBelow							142					
70	70	207	207	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	553		articStaccatoBelow												
70	70	209	209	0.0	1/2	1/2	Spanner	3/4	1	1	0																14			
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	554		articStaccatoBelow							143		14			
70	70	207	207	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	555		articStaccatoBelow							142					
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	556		articStaccatoAbove												
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	557		articStaccatoBelow							144					
71	71	210	210	0.0	0	0	Spanner	3/4	1	1	0														143					
71	71	210	210	0.0	0	0	Spanner	3/4	1	1	0														143	12				
71	71	210	210	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	558		articStaccatoBelow							143	12				
71	71	211	211	0.0	1/4	1/4	Spanner	3/4	1	1	0														143					
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	559		articStaccatoBelow							143					
71	71	210	210	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	560		articStaccatoBelow							144					
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	561		articStaccatoBelow												
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	562		articStaccatoBelow							145					
72	72	213	213	0.0	0	0	Spanner	3/4	1	1	0														143		15			
72	72	214	214	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	563		articStaccatoBelow									15			
72	72	213	213	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	564		articStaccatoBelow							145					
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	565		articStaccatoAbove												
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	566		articStaccatoBelow							146					
73	73	216	216	0.0	0	0	Dynamic	3/4	1	1	0						sf													
73	73	216	216	0.0	0	0	Spanner	3/4	1	1	0																			
73	73	216	216	0.0	0	0	Spanner	3/4	1	1	0															13				
73	73	216	216	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	567		articAccentAbove								13				
73	73	216	216	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	568									147	13				
73	73	216	216	0.0	0	0	Spanner	3/4	2	1	0														146			14	14	
73	73	216	216	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	569		articStaccatoBelow							146			14	14	
73	73	217	217	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	570		articStaccatoBelow										14	14	
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	571		articStaccatoBelow							148			14	14	
74	74	219	219	0.0	0	0	Spanner	3/4	1	1	0																			
74	74	219	219	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	572														
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	573		articStaccatoBelow							149					
74	74	219	219	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	574														
74	74	219	219	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	575		articStaccatoBelow							148			14	14	
74	74	220	220	0.0	1/4	1/4	Dynamic	3/4	2	1	0						p													
74	74	220	220	0.0	1/4	1/4	Spanner	3/4	2	1	0																			
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	576		articStaccatoAbove												
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	577		articStaccatoBelow							150					
75	75	222	222	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	578		articStaccatoBelow							149					
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	579		articStaccatoBelow							149					
75	75	222	222	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	580		articStaccatoBelow							150					
75	75	223	223	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	581		articStaccatoBelow												
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	582		articStaccatoBelow							151					
76	76	225	225	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	583		articStaccatoBelow												
76	76	227	227	0.0	1/2	1/2	Spanner	3/4	1	1	0																16			
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	584		articStaccatoBelow							152		16			
76	76	225	225	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"						151					
76	76	225	225	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	585		articStaccatoBelow							151					
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	586		articStaccatoAbove												
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	587		articStaccatoBelow							153					
77	77	228	228	0.0	0	0	Spanner	3/4	1	1	0														152					
77	77	228	228	0.0	0	0	Spanner	3/4	1	1	0														152	14				
77	77	228	228	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	588		articStaccatoBelow							152	14				
77	77	229	229	0.0	1/4	1/4	Spanner	3/4	1	1	0														152					
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	589		articStaccatoBelow							152					
77	77	228	228	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	590		articStaccatoBelow							153					
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	591		articStaccatoBelow												
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	592		articStaccatoBelow							154					
78	78	231	231	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	593		articStaccatoBelow												
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	594		articStaccatoBelow							155					
78	78	231	231	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	595		articStaccatoBelow							154					
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	596		articStaccatoAbove												
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	597		articStaccatoBelow							156					
79	79	234	234	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	598		articStaccatoBelow							155					
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	599		articStaccatoBelow							155					
79	79	234	234	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	600		articStaccatoBelow							156					
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	601		articStaccatoBelow												
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	602		articStaccatoBelow							157					
80	80	237	237	0.0	0	0	Spanner	3/4	1	1	0														155		17			
80	80	238	238	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	603		articStaccatoBelow									17			
80	80	237	237	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	604		articStaccatoBelow							157					
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	605		articStaccatoAbove												
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	606		articStaccatoBelow							158					
81	81	240	240	0.0	0	0	Dynamic	3/4	1	1	0						sf													
81	81	240	240	0.0	0	0	Spanner	3/4	1	1	0																			
81	81	240	240	0.0	0	0	Spanner	3/4	1	1	0															15				
81	81	240	240	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	607		articAccentAbove								15				
81	81	240	240	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	608										15				
81	81	240	240	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	609										15				
81	81	240	240	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	610									159	15				
81	81	240	240	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	611									160	15				
81	81	240	240	0.0	0	0	Spanner	3/4	2	1	0														158			15	15	
81	81	240	240	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	612		articStaccatoBelow							158			15	15	
81	81	241	241	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	613		articStaccatoBelow										15	15	
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	614		articStaccatoBelow							161			15	15	
82	82	243	243	0.0	0	0	Spanner	3/4	1	1	0																			
82	82	243	243	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	615														
82	82	245	245	0.0	1/2	1/2	Dynamic	3/4	1	1	0						f													
82	82	245	245	0.0	1/2	1/2	Spanner	3/4	1	1	0																18			
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	616		articStaccatoAbove							162		18			
82	82	243	243	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	617		articStaccatoBelow									18			
82	82	243	243	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	618		articStaccatoBelow							161			15	15	
82	82	244	244	0.0	1/4	1/4	Spanner	3/4	2	1	0																			
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	619		articStaccatoAbove												
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	620		articStaccatoBelow							163					
83	83	246	246	0.0	0	0	Spanner	3/4	1	1	0														162					
83	83	246	246	0.0	0	0	Spanner	3/4	1	1	0														162	16				
83	83	246	246	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	621		articStaccatoAbove							162	16				
83	83	248	248	0.0	1/2	1/2	Spanner	3/4	1	1	0														162					
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	622		articStaccatoBelow							162					
83	83	246	246	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	623		articStaccatoBelow							163					
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	624		articStaccatoBelow												
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	625		articStaccatoBelow							164					
84	84	249	249	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	626		articStaccatoBelow												
84	84	251	251	0.0	1/2	1/2	Spanner	3/4	1	1	0																19			
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	627		articStaccatoBelow							165		19			
84	84	249	249	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	628		articStaccatoAbove							164					
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	629		articStaccatoAbove												
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	630		articStaccatoBelow							166					
85	85	252	252	0.0	0	0	Spanner	3/4	1	1	0														165					
85	85	252	252	0.0	0	0	Spanner	3/4	1	1	0														165	17				
85	85	252	252	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	631		articAccentStaccatoBelow							165	17				
85	85	253	253	0.0	1/4	1/4	Spanner	3/4	1	1	0														165					
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	632		articStaccatoBelow							165					
85	85	252	252	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	633		articStaccatoBelow							166					
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	634		articStaccatoBelow												
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	635		articStaccatoBelow							167					
86	86	255	255	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	636		articStaccatoBelow												
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	637		articStaccatoBelow												
86	86	255	255	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	638		articStaccatoAbove							167					
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	639		articStaccatoAbove												
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	640		articStaccatoBelow							168					
87	87	258	258	0.0	0	0	Spanner	3/4	1	1	0															18				
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	641		articStaccatoBelow								18				
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	642									169	18				
87	87	259	259	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	643		articStaccatoBelow								18				
87	87	1039/4	1039/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	644									170	18				
87	87	260	260	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	645		articStaccatoBelow								18				
87	87	1043/4	1043/4	0.0	11/16	11/16	Spanner	3/4	1	1	0																			
87	87	1043/4	1043/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	646									171					
87	87	258	258	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	647		articStaccatoBelow							168					
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	648		articStaccatoBelow												
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	649		articStaccatoBelow							172					
88	88	261	261	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	650														
88	88	1047/4	1047/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	651									173					
88	88	262	262	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	652		articStaccatoBelow												
88	88	263	263	0.0	1/2	1/2	Spanner	3/4	1	1	0																20			
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	653		articAccentBelow									20			
88	88	261	261	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	654		articStaccatoBelow							172					
88	88	262	262	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	655		articStaccatoAbove												
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	656		articStaccatoBelow							174					
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	657		articAccentBelow									20			
89	89	529/2	529/2	0.0	1/8	1/8	Spanner	3/4	1	1	0																			
89	89	1059/4	1059/4	0.0	3/16	3/16	Spanner	3/4	1	1	0															19				
89	89	1059/4	1059/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	658									175	19				
89	89	265	265	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	659		articStaccatoAbove								19				
89	89	1063/4	1063/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	660									176	19				
89	89	266	266	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	661		articStaccatoBelow								19				
89	89	1067/4	1067/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	662									177	19				
89	89	264	264	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	663		articStaccatoBelow							174					
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	664		articStaccatoBelow												
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	665		articStaccatoBelow							178					
90	90	267	267	0.0	0	0	Spanner	3/4	1	1	0																			
90	90	267	267	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	666		articStaccatoBelow												
90	90	1071/4	1071/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	667									179					
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	668		articStaccatoBelow												
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	669		articAccentBelow												
90	90	267	267	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	670		articStaccatoBelow							178					
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	671		articStaccatoAbove												
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	672		articStaccatoBelow							180					
91	91	270	270	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	673		articAccentAbove												
91	91	270	270	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	674									181					
91	91	270	270	0.0	0	0	Dynamic	3/4	2	1	0						ff								180					
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	675		articStaccatoBelow							180					
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	676		articStaccatoBelow												
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	677		articStaccatoBelow							182					
92	92	273	273	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>appassionato cantabile"											
92	92	273	273	0.0	0	0	Spanner	3/4	1	1	0																21			
92	92	273	273	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	678											21			
92	92	273	273	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	679									181		21			
92	92	273	273	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	680		articStaccatoBelow							182					
92	92	274	274	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	681		articStaccatoBelow												
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	682		articStaccatoBelow							183					
93	93	276	276	0.0	0	0	Spanner	3/4	1	1	0																			
93	93	276	276	0.0	0	0	Spanner	3/4	1	1	0															20				
93	93	276	276	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	683										20				
93	93	276	276	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	684									181	20				
93	93	276	276	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	685		articStaccatoBelow							183					
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	686		articStaccatoBelow												
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	687		articStaccatoBelow							184					
94	94	279	279	0.0	0	0	Spanner	3/4	1	1	0																			
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	acciaccatura		1/8	1	688									185					
94	94	279	279	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	689									185					
94	94	561/2	561/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	690									185					
94	94	281	281	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	691														
94	94	279	279	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	692														
